Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score
1426,Banco Davivienda,@davivienda,2021-12-18T18:20:06.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@Angel_Rivera_N
Hola Angel. Bienvenido a nuestro canal de atención, soy Laura y lo ayudaré a resolver su inconveniente. Por favor envíenos por mensaje privado sus datos y los detalles de su caso, con gusto lo resolveremos. Quedamos atentos. 
1",,1.0,,,[],https://twitter.com/Davivienda/status/1472270464466653185,"En respuesta a  @Angel_Rivera_N Hola Angel. Bienvenido a nuestro canal de atención, soy Laura y lo ayudaré a resolver su inconveniente. Por favor envíenos por mensaje privado sus datos y los detalles de su caso, con gusto lo resolveremos. Quedamos atentos.  ",[],,0,[],0,['@angel_rivera_n'],1,[],0,[],0,5 stars,0.45619505643844604
1427,Banco Davivienda,@davivienda,2021-12-18T02:38:19.000Z,"Banco Davivienda
@Davivienda
·
17 dic.","En respuesta a 
@CarlosGrosso1
Buenas noches, Sr Carlos. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472033453600227332,"En respuesta a  @CarlosGrosso1 Buenas noches, Sr Carlos. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.",[],,0,[],0,['@carlosgrosso1'],1,[],0,[],0,1 star,0.329700231552124
1428,Banco Davivienda,@davivienda,2021-12-18T13:11:27.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@IntensamenteKet
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1472192790763216898,"En respuesta a  @IntensamenteKet Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",[],,0,[],0,['@intensamenteket'],1,[],0,[],0,5 stars,0.46530458331108093
1429,Banco Davivienda,@davivienda,2021-12-18T20:51:22.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@Erikasu_18
Buenas tardes, Sra. Erika. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado para que le podamos ayudar. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472308529448951812,"En respuesta a  @Erikasu_18 Buenas tardes, Sra. Erika. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado para que le podamos ayudar. Quedamos atentos.",[],,0,[],0,['@erikasu_18'],1,[],0,[],0,4 stars,0.4765945374965668
1430,Carlos Sagal,@sagalcarlos,2021-12-19T13:11:07.000Z,"Carlos Sagal
@SagalCarlos
·
19 dic.","Ella estaba padeciendo el síndrome de Davivienda...
ElRodry
@ElRoRodry
 · 19 dic.
Que Nany Pardo ya no es jefe de comunicaciones de Gustavo Petro. 

Gracias a Dios! 
1",😌,,,1,"['https://pbs.twimg.com/media/FG-RDYnXoAovQxL?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1429157100505157633/48PvVXer_mini.jpg']",https://twitter.com/SagalCarlos/status/1472555093102845956,Ella estaba padeciendo el síndrome de Davivienda... ElRodry @ElRoRodry · 19 dic. Que Nany Pardo ya no es jefe de comunicaciones de Gustavo Petro.   Gracias a Dios!  ,[],,0,[],0,['@elrorodry'],1,[],0,[],0,1 star,0.5136610865592957
1431,.,@danielaramy,2021-12-19T17:34:15.000Z,".
@DanielaRamy
·
19 dic.","Cuentas claras conservan amigos, pero si hay que recordárselo todo el tiempo, estás como en Davivienda.
1
2",,1.0,,2,[],https://twitter.com/DanielaRamy/status/1472621313789509638,"Cuentas claras conservan amigos, pero si hay que recordárselo todo el tiempo, estás como en Davivienda.  ",[],,0,[],0,[],0,[],0,[],0,3 stars,0.3843759298324585
1432,Ana Rivas,@anariva36369910,2021-12-19T00:50:16.000Z,"Ana Rivas
@AnaRiva36369910
·
18 dic.","En respuesta a 
@LaSihuanaba1
 y 
@MendezAzahar
Este abogado Saenz que no es uno de los que participaba en la demanda que ganó el señor Salaverria de Ahuachapan a Davivienda; la fortaleza templanza dignidad etc la tiene en su mayoría el soberano quien derroto a los q disponían del país como propio y ahora lloran porgosar$$$$
1
2
7",👎,1.0,2,7,[],https://twitter.com/AnaRiva36369910/status/1472368651315691520,En respuesta a  @LaSihuanaba1 y  @MendezAzahar Este abogado Saenz que no es uno de los que participaba en la demanda que ganó el señor Salaverria de Ahuachapan a Davivienda; la fortaleza templanza dignidad etc la tiene en su mayoría el soberano quien derroto a los q disponían del país como propio y ahora lloran porgosar$$$$   ,[],,0,[],0,"['@lasihuanaba1', '@mendezazahar']",2,[],0,[],0,1 star,0.39159226417541504
1433,Randall BC,@rbadillarx,2021-12-19T00:56:36.000Z,"Randall BC
@rbadillarx
·
18 dic.","A mí en la mañana me falló el #SINPE móvil del BAC y de Davivienda. Por dicha, por tener el # de cel pude sacar el dinero de un cajero y poder pagar el servicio. #SINPE móvil debe durar lo mismo que una transacción por datáfono; punto!",,,,,[],https://twitter.com/rbadillarx/status/1472370245931257860,"A mí en la mañana me falló el #SINPE móvil del BAC y de Davivienda. Por dicha, por tener el # de cel pude sacar el dinero de un cajero y poder pagar el servicio. #SINPE móvil debe durar lo mismo que una transacción por datáfono; punto!",[],,0,"['#SINPE', '#SINPE']",2,[],0,[],0,[],0,1 star,0.5992475152015686
1434,Francisco Galindo H,@fgalindoh,2021-12-19T18:08:31.000Z,"Francisco Galindo H
@fgalindoh
·
19 dic.","Era ironía, a lo Chamorro de Davivienda
Sebastián
@Sebastian___1
 · 19 dic.
En respuesta a @fgalindoh
Error de Alisson, no virtud de él.",,,,,['https://pbs.twimg.com/profile_images/1410460376144269315/R8uqWr2A_mini.jpg'],https://twitter.com/fgalindoh/status/1472629935999172614,"Era ironía, a lo Chamorro de Davivienda Sebastián @Sebastian___1 · 19 dic. En respuesta a @fgalindoh Error de Alisson, no virtud de él.",[],,0,[],0,"['@sebastian___1', '@fgalindoh']",2,[],0,[],0,1 star,0.5256336331367493
1435,Marlon,@marlons95907100,2021-12-19T17:16:48.000Z,"Marlon
@MarlonS95907100
·
19 dic.","@DaviPlata
 Buenas tardes, envíe un dinero de mi cuenta Davivienda ahorros a mi cuenta de daviplata y ya no aparece el saldo en ninguna de las dos cuentas. Que debo hacer.
1",,1.0,,,[],https://twitter.com/MarlonS95907100/status/1472616921837314065,"@DaviPlata Buenas tardes, envíe un dinero de mi cuenta Davivienda ahorros a mi cuenta de daviplata y ya no aparece el saldo en ninguna de las dos cuentas. Que debo hacer. ",[],,0,[],0,['@daviplata'],1,[],0,[],0,1 star,0.7460189461708069
1436,JuanSebastiánNaranjo,@cosmodakitten,2021-12-19T15:18:34.000Z,"JuanSebastiánNaranjo
@CosmoDaKitten
·
19 dic.","O sea que la única forma de desbloquear mi cuenta de ahorros es yendo hasta una oficina de Davivienda. En el año 2021.
1
3",,,1,3,[],https://twitter.com/CosmoDaKitten/status/1472587165179723783,O sea que la única forma de desbloquear mi cuenta de ahorros es yendo hasta una oficina de Davivienda. En el año 2021.  ,[],,0,[],0,[],0,[],0,[],0,1 star,0.5174391269683838
1437,Heidy Yolanda Cañas Cruz,@heidyyolandaca4,2021-12-19T14:23:38.000Z,"Heidy Yolanda Cañas Cruz
@HeidyYolandaCa4
·
19 dic.","En respuesta a 
@Davivienda
Que bonita celebración de Navidad y cuando liberaron los aguinaldos? También el pueblo merece celebrar",,,,,[],https://twitter.com/HeidyYolandaCa4/status/1472573342649663490,En respuesta a  @Davivienda Que bonita celebración de Navidad y cuando liberaron los aguinaldos? También el pueblo merece celebrar,[],,0,[],0,['@davivienda'],1,[],0,[],0,5 stars,0.3965739905834198
1438,Edison Mejia,@edimejia1979,2021-12-19T14:41:43.000Z,"Edison Mejia
@Edimejia1979
·
19 dic.","En respuesta a 
@NoticiasRCN
Deberían investigar el abuso que está cometiendo 
@binance
 socio comercial de 
@Davivienda
 en Colombia en el piloto de criptomonedas. Tiene bloqueadas más de 500 cuentas de manera ilegal y el número en aumento. Eso nos espera en Colombia con las cripto?
1
1",,,1,1,[],https://twitter.com/Edimejia1979/status/1472577893880549381,En respuesta a  @NoticiasRCN Deberían investigar el abuso que está cometiendo  @binance socio comercial de  @Davivienda en Colombia en el piloto de criptomonedas. Tiene bloqueadas más de 500 cuentas de manera ilegal y el número en aumento. Eso nos espera en Colombia con las cripto?  ,[],,0,[],0,"['@noticiasrcn', '@binance', '@davivienda']",3,[],0,[],0,1 star,0.7588737607002258
1439,Banco Davivienda,@davivienda,2021-12-19T18:02:39.000Z,"Banco Davivienda
@Davivienda
·
19 dic.","En respuesta a 
@fdoatehortua
Buenas tardes. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos a través de mensaje privado para que le podamos ayudar. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1472628458366853121,En respuesta a  @fdoatehortua Buenas tardes. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos a través de mensaje privado para que le podamos ayudar. Quedamos atentos. ,[],,0,[],0,['@fdoatehortua'],1,[],0,[],0,4 stars,0.49302011728286743
1440,Quegolazodel10,@quegolazodel10,2021-12-19T16:01:08.000Z,"Quegolazodel10
@Quegolazodel10
·
19 dic.","Síguenos para más datos interesantes, pronósticos live y pronósticos de las ligas más importantes del mundo 
.
.
.
.
.
.
.
.
.
.
#ligaxwin
#balondividido
#davivienda 
#angelicacamacho
#losdelsur
#esperanzagomez
#comutricolor
#nacionalespasion
#qhubomedal… https://instagr.am/p/CXq3zjPrIKP/",,,,,['https://pbs.twimg.com/media/FG-39-UXIAgz2Th?format=jpg&name=small'],https://twitter.com/Quegolazodel10/status/1472597880758312968,"Síguenos para más datos interesantes, pronósticos live y pronósticos de las ligas más importantes del mundo  . . . . . . . . . . #ligaxwin #balondividido #davivienda  #angelicacamacho #losdelsur #esperanzagomez #comutricolor #nacionalespasion #qhubomedal… Link_aqui",['https://instagr.am/p/CXq3zjPrIKP/'],"['Pronósticos Deportivos on Instagram: ""Síguenos para más datos interesantes, pronósticos live y pronósticos de las ligas más importantes del mundo \n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#ligaxwin\n#balondividido\n#davivienda \n#angelicacamacho\n#losdelsur\n#esperanzagomez\n#comutricolor\n#nacionalespasion\n#qhubomedallo\n#apuestasdeportivas \n#apuestas \n#pronosticosdeportivos\n#bet365\n#betplay\n#wplay \n#betfair \n#WilliamHill \n#rapidosyfuriosos\n#sportcenter\n#lachaqueteria\n#gonobikerreas\n#alkosto\n#golcaracol\n#garayst\n#linatejeiro\n#nataliaparis\n#hassam\n#kalethmorales\n#juanfernandoquintero""']",1,"['#ligaxwin', '#balondividido', '#davivienda', '#angelicacamacho', '#losdelsur', '#esperanzagomez', '#comutricolor', '#nacionalespasion', '#qhubomedal…']",9,[],0,[],0,[],0,4 stars,0.3372228741645813
1441,DuberPaez,@duberpaez,2021-12-19T01:08:43.000Z,"DuberPaez
@DuberPaez
·
18 dic.","En respuesta a 
@Davivienda
TIENEN COMPRENSIÓN  LECTORA .. PARA QUINCENA DE DICIEMBRE CAJEROS DAÑADOS Y SIN DINERO EN LA LOCALIDAD DE USME ES SIMPLE CONFIRMAR DISPONIBILIDAD DE EFECTIVO  Y TENER SOPORTE PARA EL CC ALTAVISTA . Y EL DEL PORTAL Y DEL EXITO NINGUNO SIRVE
1
1",,1.0,,1,[],https://twitter.com/DuberPaez/status/1472373293265133573,En respuesta a  @Davivienda TIENEN COMPRENSIÓN  LECTORA .. PARA QUINCENA DE DICIEMBRE CAJEROS DAÑADOS Y SIN DINERO EN LA LOCALIDAD DE USME ES SIMPLE CONFIRMAR DISPONIBILIDAD DE EFECTIVO  Y TENER SOPORTE PARA EL CC ALTAVISTA . Y EL DEL PORTAL Y DEL EXITO NINGUNO SIRVE  ,[],,0,[],0,['@davivienda'],1,[],0,"['RT', 'RT']",2,1 star,0.6327077746391296
1442,Sara,@saragomezossa,2021-12-19T21:03:31.000Z,"Sara
@SaraGomezOssa
·
19 dic.","En respuesta a 
@itamaria83
 y 
@Bancolombia
Yo he tenido Davivienda, Bancolombia y Falabella.

Me quedo con Falabella 10/10 que además funciona también fuera del país sin tanto pereque.
2",,,,2,[],https://twitter.com/SaraGomezOssa/status/1472673977734770693,"En respuesta a  @itamaria83 y  @Bancolombia Yo he tenido Davivienda, Bancolombia y Falabella.  Me quedo con Falabella 10/10 que además funciona también fuera del país sin tanto pereque. ",[],,0,[],0,"['@itamaria83', '@bancolombia']",2,[],0,[],0,1 star,0.30729347467422485
1443,Sandra Rodriguez,@sanedith,2021-12-19T19:11:11.000Z,"Sandra Rodriguez
@Sanedith
·
19 dic.","Jajajajaja yo creo además se esconde en entidades bancarias repletas como 
@Davivienda
 @BancoPopularCR
 @Banco_AvVillas
 @BancodeBogota
 banco de occidente en estos en especial el covid no funciona
farmaceuticoactivo
@farmaceuticoac1
 · 18 dic.
Una pregunta los virus saben leer ? Será que el virus ve el pase sanitario y se asusta ?
1",,,,1,['https://pbs.twimg.com/profile_images/1397063429727391746/VSzCx1gE_mini.jpg'],https://twitter.com/Sanedith/status/1472645705831489544,Jajajajaja yo creo además se esconde en entidades bancarias repletas como  @Davivienda @BancoPopularCR @Banco_AvVillas @BancodeBogota banco de occidente en estos en especial el covid no funciona farmaceuticoactivo @farmaceuticoac1 · 18 dic. Una pregunta los virus saben leer ? Será que el virus ve el pase sanitario y se asusta ? ,[],,0,[],0,"['@davivienda', '@bancopopularcr', '@banco_avvillas', '@bancodebogota', '@farmaceuticoac1']",5,[],0,[],0,1 star,0.7049478888511658
1444,Rafael A Sermeño,@rafserme,2021-12-19T02:31:54.000Z,"Rafael A Sermeño
@Rafserme
·
18 dic.","En respuesta a 
@antoasb
 y 
@chivowallet
Pobre, cree que estás cosas sólo pasan con la app, yo tengo un proceso abierto con Davivienda por algo similar, pero en su burbuja sólo la Chivo... Pero bueno...
2
2",,2.0,,2,[],https://twitter.com/Rafserme/status/1472394229196496897,"En respuesta a  @antoasb y  @chivowallet Pobre, cree que estás cosas sólo pasan con la app, yo tengo un proceso abierto con Davivienda por algo similar, pero en su burbuja sólo la Chivo... Pero bueno...  ",[],,0,[],0,"['@antoasb', '@chivowallet']",2,[],0,[],0,2 stars,0.43550145626068115
1445,Le Diable Boiteux Trompe Les Rois,@lucholarrompe,2021-12-19T23:59:34.000Z,"Le Diable Boiteux Trompe Les Rois
@lucholarrompe
·
19 dic.","Respondiendo a 
@AndrsFelipeCa10
 @Margaritarosadf
 y 4 más
Leer es bueno!
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1",,1.0,,,[],https://twitter.com/lucholarrompe/status/1472718282209832963,Respondiendo a  @AndrsFelipeCa10 @Margaritarosadf y 4 más Leer es bueno! El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración Ver ,[],,0,[],0,"['@andrsfelipeca10', '@margaritarosadf']",2,[],0,[],0,1 star,0.38871151208877563
1446,Javier Lopez Beltrán,@javierlopezbel6,2021-12-19T23:45:00.000Z,"Javier Lopez Beltrán
@JavierLopezBel6
·
19 dic.","Respondiendo a 
@lucholarrompe
 @Margaritarosadf
 y 4 más
Neron?
1",,,1,,[],https://twitter.com/JavierLopezBel6/status/1472714615285063681,Respondiendo a  @lucholarrompe @Margaritarosadf y 4 más Neron? ,[],,0,[],0,"['@lucholarrompe', '@margaritarosadf']",2,[],0,[],0,1 star,0.5552853345870972
1447,El man de las tortas.,@donluiseduardo,2021-12-19T21:01:47.000Z,"El man de las tortas.
@DonLuisEduardo
·
19 dic.","En respuesta a 
@itamaria83
Es el menos tóxico. Porque ni Avvillas ni Davivienda recomiendo.
1
3",,1.0,,3,[],https://twitter.com/DonLuisEduardo/status/1472673538666549248,En respuesta a  @itamaria83 Es el menos tóxico. Porque ni Avvillas ni Davivienda recomiendo.  ,[],,0,[],0,['@itamaria83'],1,[],0,[],0,1 star,0.3478130102157593
1448,DuberPaez,@duberpaez,2021-12-19T00:40:20.000Z,"DuberPaez
@DuberPaez
·
18 dic.","En respuesta a 
@Davivienda
En la localidad de usme hay 4 cajeros 2 dañados 1 sin efectivo y otro con filas de 2 horas bravo ..... sin duda EL PEOR BANCO DE COLOMBIA EL PEOR
1",,1.0,,,[],https://twitter.com/DuberPaez/status/1472366153846640649,En respuesta a  @Davivienda En la localidad de usme hay 4 cajeros 2 dañados 1 sin efectivo y otro con filas de 2 horas bravo ..... sin duda EL PEOR BANCO DE COLOMBIA EL PEOR ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.9167879819869995
1449,Jennifer Hernandez,@senorasalvaje,2021-12-19T22:58:42.000Z,"Jennifer Hernandez
@senorasalvaje
·
19 dic.","En respuesta a 
@IsabelaV67
Ui noo, a mi me descontaron tal y como te envié en el reporte de davivienda y no me han notificado de la devolución, tu tienes eso en algún documento para hablar con davivienda y realizar el respectivo reclamo?
1
1",,1.0,,1,[],https://twitter.com/senorasalvaje/status/1472702964259332101,"En respuesta a  @IsabelaV67 Ui noo, a mi me descontaron tal y como te envié en el reporte de davivienda y no me han notificado de la devolución, tu tienes eso en algún documento para hablar con davivienda y realizar el respectivo reclamo?  ",[],,0,[],0,['@isabelav67'],1,[],0,[],0,1 star,0.6987451314926147
1450,eugenia amaya,@amayaeugenia,2021-12-19T07:51:10.000Z,"eugenia amaya
@AmayaEugenia
·
19 dic.","En respuesta a 
@Davivienda
 y 
@WellAgency3
Davivienda, felicitaciones por los nuevos   premios 2021 a sus proveedores!  gran amor a Colombia  ! Bendiciones",🙌 👏 🙏 👍 🙏 ❤ ♥,,,,[],https://twitter.com/AmayaEugenia/status/1472474575703318529,"En respuesta a  @Davivienda y  @WellAgency3 Davivienda, felicitaciones por los nuevos   premios 2021 a sus proveedores!  gran amor a Colombia  ! Bendiciones",[],,0,[],0,"['@davivienda', '@wellagency3']",2,[],0,[],0,5 stars,0.7649508118629456
1451,Salsita BBQ,@salsitabbq,2021-12-19T02:00:19.000Z,"Salsita BBQ
@SalsitaBBQ
·
18 dic.","@Nequi
 Hice una transferencia de Nequi a cuenta de ahorros Davivienda y ya lleva mas de 26 horas y no se ha hecho efectiva, fueron 200.000 que aún no se ven reflejados, los voy a perder?
1",🤥,1.0,,,[],https://twitter.com/SalsitaBBQ/status/1472386280252231683,"@Nequi Hice una transferencia de Nequi a cuenta de ahorros Davivienda y ya lleva mas de 26 horas y no se ha hecho efectiva, fueron 200.000 que aún no se ven reflejados, los voy a perder? ",[],,0,[],0,['@nequi'],1,[],0,[],0,1 star,0.7892361283302307
1452,Ciudadano Libre,@encoronavirao20,2021-12-19T00:10:22.000Z,"Ciudadano Libre
@encoronavirao20
·
18 dic.","En respuesta a 
@GarciaColorad0
¿Haciéndole propaganda a davivienda?",,,,,[],https://twitter.com/encoronavirao20/status/1472358612479709187,En respuesta a  @GarciaColorad0 ¿Haciéndole propaganda a davivienda?,[],,0,[],0,['@garciacolorad0'],1,[],0,[],0,1 star,0.3350650370121002
1453,Mr. Alex,@iamtoulouse22,2021-12-19T03:33:41.000Z,"Mr. Alex
@iamToulouse22
·
18 dic.","En respuesta a 
@JuanBucareli
 @paulaenelalma
 y 
@Davivienda
Aprovecha y llora por las barradas 
1",😌,,,1,[],https://twitter.com/iamToulouse22/status/1472409775929536516,En respuesta a  @JuanBucareli @paulaenelalma y  @Davivienda Aprovecha y llora por las barradas  ,[],,0,[],0,"['@juanbucareli', '@paulaenelalma', '@davivienda']",3,[],0,[],0,5 stars,0.4086206257343292
1454,Soacha,@ztebenzoacha,2021-12-19T18:12:12.000Z,"Soacha
@ZtebenZoacha
·
19 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Yo pensé que se hacían ricos dando vivienda...",,,,,[],https://twitter.com/ZtebenZoacha/status/1472630864861401097,En respuesta a  @wilsonariasc y  @Davivienda Yo pensé que se hacían ricos dando vivienda...,[],,0,[],0,"['@wilsonariasc', '@davivienda']",2,[],0,[],0,2 stars,0.30024343729019165
1455,Lucas Friedman jr.,@lucasfriedmanjr,2021-12-19T15:38:21.000Z,"Lucas Friedman jr.
@Lucasfriedmanjr
·
19 dic.","@Davivienda
 ¿como no vas a tener cajero en el matecaña omeeeee?
1",,1.0,,,[],https://twitter.com/Lucasfriedmanjr/status/1472592143491416066,@Davivienda ¿como no vas a tener cajero en el matecaña omeeeee? ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.3826344311237335
1456,TOLOPOSUNGO,@nogriten,2021-12-19T01:17:13.000Z,"TOLOPOSUNGO
@nogriten
·
18 dic.","En respuesta a 
@nogriten
 @wilsonariasc
 y 
@Davivienda
Pero oh sorpresa, cuando llevaba 4 meses de mora ahí si encontraron su teléfono real y lo llamaron para notificarlo del cobro, número al que nunca llamaron para verificar la identidad. Es un trabajo interno de fraudes en 
@Davivienda
 y no investigan hasta que son demandados.",,,,,[],https://twitter.com/nogriten/status/1472375433131868164,"En respuesta a  @nogriten @wilsonariasc y  @Davivienda Pero oh sorpresa, cuando llevaba 4 meses de mora ahí si encontraron su teléfono real y lo llamaron para notificarlo del cobro, número al que nunca llamaron para verificar la identidad. Es un trabajo interno de fraudes en  @Davivienda y no investigan hasta que son demandados.",[],,0,[],0,"['@nogriten', '@wilsonariasc', '@davivienda', '@davivienda']",4,[],0,[],0,1 star,0.6834203004837036
1457,𝑹𝒐𝒔𝒆𝒎𝒃𝒆𝒓𝒈,@_rosemberg_,2021-12-19T23:54:39.000Z,"𝑹𝒐𝒔𝒆𝒎𝒃𝒆𝒓𝒈
@_Rosemberg_
·
19 dic.","Respondiendo a 
@tomyko79
 @lucholarrompe
 y 5 más
Grupo AVAL:
Banco de Bogotá, Banco de Occidente, Banco Popular, Banco AV Villas, propiedad de Sarmiento Ángulo el mismo dueño de el fondo de pensiones y cesantías Porvenir",,,,,[],https://twitter.com/_Rosemberg_/status/1472717041425600512,"Respondiendo a  @tomyko79 @lucholarrompe y 5 más Grupo AVAL: Banco de Bogotá, Banco de Occidente, Banco Popular, Banco AV Villas, propiedad de Sarmiento Ángulo el mismo dueño de el fondo de pensiones y cesantías Porvenir",[],,0,[],0,"['@tomyko79', '@lucholarrompe']",2,[],0,[],0,1 star,0.2972867488861084
1458,zaida carolain...,@paolahe21933060,2021-12-19T15:56:34.000Z,"zaida carolain...
@PAOLAHE21933060
·
19 dic.","En respuesta a 
@JeonPark_JP
 @JovenesAccionCo
 y 
@ProsperidadCol
También te puedes acercar mañana a una sucursal de Davivienda y aya también te cancelan.
1",,1.0,,,[],https://twitter.com/PAOLAHE21933060/status/1472596728817856512,En respuesta a  @JeonPark_JP @JovenesAccionCo y  @ProsperidadCol También te puedes acercar mañana a una sucursal de Davivienda y aya también te cancelan. ,[],,0,[],0,"['@jeonpark_jp', '@jovenesaccionco', '@prosperidadcol']",3,[],0,[],0,1 star,0.6830143928527832
1459,TOLOPOSUNGO,@nogriten,2021-12-19T01:13:53.000Z,"TOLOPOSUNGO
@nogriten
·
18 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Otro caso: a nombre de un familiar sacaron tarjetas de crédito, cta corriente y crédito de libre inversión, sin firmas, sin huellas, con preguntas falsas de Datacredito, las llamadas de 'verificación' a un celular X y la TC enviada a otra dirección.
2",,2.0,,,[],https://twitter.com/nogriten/status/1472374594396950540,"En respuesta a  @wilsonariasc y  @Davivienda Otro caso: a nombre de un familiar sacaron tarjetas de crédito, cta corriente y crédito de libre inversión, sin firmas, sin huellas, con preguntas falsas de Datacredito, las llamadas de 'verificación' a un celular X y la TC enviada a otra dirección. ",[],,0,[],0,"['@wilsonariasc', '@davivienda']",2,[],0,[],0,1 star,0.7848807573318481
1460,Juan Bucareli,@juanbucareli,2021-12-19T03:27:42.000Z,"Juan Bucareli
@JuanBucareli
·
18 dic.","En respuesta a 
@paulaenelalma
 y 
@Davivienda
Espero una hora y el dinero se ve reflejado en la aplicación nuevamente?
2
1",,2.0,,1,[],https://twitter.com/JuanBucareli/status/1472408271994724355,En respuesta a  @paulaenelalma y  @Davivienda Espero una hora y el dinero se ve reflejado en la aplicación nuevamente?  ,[],,0,[],0,"['@paulaenelalma', '@davivienda']",2,[],0,[],0,1 star,0.6269832253456116
1461,Yon,@aiamjohn_19,2021-12-19T03:45:37.000Z,"Yon
@aiamjohn_19
·
18 dic.","En respuesta a 
@JuanBucareli
 y 
@Davivienda
Si me pasó, pero al rato ya está el dinero otra vez, lo feo es que si lo necesitas de afán te jodes :(",✨,,,,[],https://twitter.com/aiamjohn_19/status/1472412778879197187,"En respuesta a  @JuanBucareli y  @Davivienda Si me pasó, pero al rato ya está el dinero otra vez, lo feo es que si lo necesitas de afán te jodes :(",[],,0,[],0,"['@juanbucareli', '@davivienda']",2,[],0,[],0,1 star,0.48080161213874817
1462,Tomás Fernández Cadavid,@tomyko79,2021-12-19T23:41:45.000Z,"Tomás Fernández Cadavid
@tomyko79
·
19 dic.","Respondiendo a 
@lucholarrompe
 @Margaritarosadf
 y 4 más
Como van a ser monopolio si son de dueños diferentes?
2
1",,2.0,,1,[],https://twitter.com/tomyko79/status/1472713794891694080,Respondiendo a  @lucholarrompe @Margaritarosadf y 4 más Como van a ser monopolio si son de dueños diferentes?  ,[],,0,[],0,"['@lucholarrompe', '@margaritarosadf']",2,[],0,[],0,1 star,0.5013576149940491
1463,Banco Davivienda,@davivienda,2021-12-19T03:24:59.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@JuanBucareli
Buenas noches, Sr. Juan. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
2",,,,2,[],https://twitter.com/Davivienda/status/1472407588503371777,"En respuesta a  @JuanBucareli Buenas noches, Sr. Juan. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. ",[],,0,[],0,['@juanbucareli'],1,[],0,[],0,4 stars,0.3057323694229126
1464,Davivienda Escucha,@daviescucha,2021-12-19T02:20:43.000Z,"Davivienda Escucha
@DaviEscucha
·
18 dic.","En respuesta a 
@rigo8524
Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/DaviEscucha/status/1472391413237043205,"En respuesta a  @rigo8524 Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos. ",[],,0,[],0,['@rigo8524'],1,[],0,[],0,1 star,0.37471750378608704
